sentence1,sentence2,similarity,predicted_similarity
Iraq searches Syria bound Iran plane: officials,Iraq searches Syrian-bound Iranian plane,0.8400000000000001,0.7142857142857142
The man on stage is passionately singing into the microphone,The man on stage is singing into the microphone,0.92,0.888888888888889
A person is boiling noodles.,A cat is licking a bottle.,0.0,0.0
There is no man spraying a super soaker into the mouth of a dog,A man is squirting water into the mouth of a white dog with a squirt gun,0.58,0.5476190476190477
A nude lady is walking in front of a crowd in body paint,A topless girl is covered in paint,0.76,0.3939393939393939
"That compared with a year-earlier profit of $102 million, or 13 cents a share.","That was more than double the $102 million, or 13 cents a share, for the year-earlier quarter.",0.6400000000000001,0.5757575757575757
A boy in his teens is talking to a girl with an internet camera,A boy in his teens is talking to a girl with a webcam,0.94,0.7878787878787878
"My answer to your question is ""Probably Not"".",The answer to your question is not really.,0.8,0.5833333333333334
A woman is slicing an eggplant,A woman is slicing a vegetable,0.86,0.7777777777777778
A green car parked at a saloon.,A green car parked outside the saloon.,1.0,0.888888888888889
A woman is playing an electric guitar.,A man is playing an acoustic guitar.,0.48,0.6666666666666667
A man is playing the guitar loudly,A flute isn't being played by a man,0.48,0.6666666666666667
A boy is playing a game with wooden blocks,A woman in blue shirt is looking at her hand near a stack of blocks on table,0.4,0.3095238095238095
A smiling boy in winter clothes is waving his mittened hands outside a building in the snow,"A child, who is young, dressed for cold weather, is standing outside",0.78,0.3725490196078432
You are on the right path.,You are right on the mark.,0.8,0.5
A man is playing a flute.,A man is playing a guitar.,0.4,0.6666666666666666
A man is carving a hole in a piece of wood,Someone is drilling a hole in a strip of wood with a power drill,0.76,0.5555555555555556
A man is firing a shotgun,There is no man shooting a shotgun,0.74,0.8333333333333334
A dog is not swimming in a body of water,A brown dog is standing in a lake,0.74,0.4583333333333333
People in costumes are walking around in the street,Two people dressed in green and red costumes are outside near the street,0.8800000000000001,0.47619047619047616
A person is brushing a cat,Nobody is brushing a cat,0.72,0.7777777777777778
A boy is tapping his fingernails,A dog is running on the ground,0.24,0.11111111111111112
A horse is tossing the cowboy wearing pants of blue and red color,The cowboy is tossing the blue and red pants towards the horse,0.58,0.8666666666666668
A woman is dipping a shrimp in batter,The car is being driven by a man,0.2799999999999999,0.09523809523809522
The American Express Corp. has pledged at least $3 million of more than $5 million needed.,"The city had requested federal funds, but withdrew that request when American Express pledged at least $3 million.",0.6400000000000001,0.5466666666666666
A white and brown dog is walking through the water with difficulty,A brown and white coat is floating across shallow water near a trotting dog,0.5,0.5625
A man is riding on a bicycle with one wheel only,A man on a bicycle is riding on one wheel only,0.96,1.0
A person is standing in a vast field of glacial ice,The person is standing on white ice,0.8800000000000001,0.6666666666666667
The kid is swimming through the blue ocean,The boy is wading through the blue ocean,0.8400000000000001,0.5833333333333334
"A man is sitting on a boat in font of the sunset, near a flag",A man is standing on a boat in front of the sunset near a flag,0.76,0.7619047619047618
The man is not doing floor exercises,The man is doing floor exercises,0.82,1.0
You guys are making this all WAAAAAY too complicated.,You are making this too complicated.,1.0,0.6666666666666666
A policeman is sitting tiredly on a motorcycle,A policeman is sitting on a motorcycle,0.92,0.9047619047619048
I think it is depends on the program.,It depends on how the term is used I think.,0.4,0.5714285714285714
A person is adding food in a pan.,A man is dancing in the street.,0.0376,0.14285714285714285
Suicide attack kills eight in Baghdad,Suicide attacks kill 24 people in Baghdad,0.48,0.7878787878787878
A man is cutting up a cucumber.,A man is slicing a cucumber.,0.8400000000000001,1.0
A man is playing the guitar and singing.,A man sings with a guitar.,0.95,0.8571428571428571
Someone is cooking okra in a pan,Okra is being cooked in a pan,0.98,0.8571428571428571
A large duck is flying over a rocky stream,"A duck, which is large, is flying over a rocky stream",0.96,1.0
A man is playing the guitar,A man is playing an instrument,0.8800000000000001,0.7777777777777778
The boys are wearing bathing suits and water is splashing around,The kids are wearing bathing suits and water is splashing around,0.9,0.9047619047619048
Two cats sitting on a couch looking out the window.,Two cats are looking at a window.,0.7200000000000001,0.8333333333333334
A yellow dog is running down a sandy path,A golden retriever is running,0.6599999999999999,0.41666666666666663
The green field for horse races is completely full of Jockeys,"The Jockeys are racing horses on the field, which is completely green",0.8,0.9487179487179487
A puppy is repeatedly rolling from side to side on its back,A dog is rolling from side to side,0.8800000000000001,0.5
A man is breaking a wooden hand against a board,A man is breaking tiles with his hands,0.54,0.7407407407407408
A woman is cutting tofu.,A woman is cutting an onion.,0.48,0.6666666666666666
A boy is whacking a man with a sword,A boy is spanking a woman with a plastic sword,0.7,0.5555555555555556
A trumpet is being played by a person,A man is playing the guitar,0.5599999999999999,0.6666666666666666
I've had this same problem.,I've had this problem while working in a pubs.,0.4,0.5
Libya postpones assembly election to July 7,Libya postpones landmark election to July 7,0.8,0.8333333333333334
A woman is peeling a potato,A woman is passionately playing a guitar in front of an audience,0.22,0.22222222222222224
A black dog standing in the grass near a volleyball.,A brown and black down with a blue collar near a soccer ball on a grassy field.,0.44,0.33333333333333326
"You just have to base your answer on what you do know, which is what you want.","Yes, you can do exactly what you want to do.",0.2,0.5714285714285714
The girl has something on her head.,The woman has something with her.,0.52,0.2
"Well, I wouldn't put it on my cv.",I wouldn't put this job on my resume.,0.8,0.5
Myanmar arrests 44 over sectarian violence,Ban Warns Syria Strikes Could Worsen Sectarian Violence,0.24,0.4102564102564103
There is no child holding a squirt gun,A child is holding a squirt gun,0.607,1.0
There is no rabbit playing with a toy rabbit,A bunny is playing with a stuffed bunny,0.8,0.625
A person is ignoring the motocross bike that is lying on its side and there is no one is racing by,A person is looking at a motocross bike that is lying on its side and another is racing by,0.7,0.7083333333333333
It looks to me that this is set up for what you want:,It is up to you whether you want to do that.,0.4,0.5333333333333334
A man with a white hat and brown shirt is behind a woman in red and is looking to the right,An Arabic man is wearing a white hat,0.62,0.48888888888888893
A girl in a riding hat on a horse.,A girl riding a brown horse.,0.52,0.75
A large black dog is jumping in the air over a snowy area,A large white dog is jumping in the air over a snowy area,0.74,0.9047619047619048
The guitar is being played by a lady,The man is practicing the guitar,0.64,0.4444444444444445
Two women sitting in chairs in a shop.,Two women are sitting in a cafe.,0.6000000000000001,0.6666666666666666
A person is slicing a potato,A potato is being sliced by a person,0.98,1.0
A lady is standing on the street and is surrounded by school children,A woman in blue jeans is standing in front of a group of children beside a house made of stone,0.72,0.33333333333333337
The brown dogs are playfully fighting on the sandy beach,A brown dog and a red dog are sitting sadly on the beach,0.6799999999999999,0.6153846153846154
"""Jeremy's a good guy,"" Barber said, adding: ""Jeremy is living the dream life of the New York athlete.","He also said Shockey is ""living the dream life of a New York athlete.",0.55,0.6025641025641025
Two men are walking two dogs with golden coats in the snow,Two people are walking two dogs with golden coats in the snow,0.92,0.7916666666666666
A paper plate is being cut by the man,The man is cutting a paper plate,0.98,1.0
A horse is being ridden by a man,The man is riding a horse,1.0,1.0
A man is playing the piano,There is no man playing the piano,0.72,1.0
A little boy is proudly wearing a green soccer strip and is running on the grass,A child in a green and white sports uniform is running over the grass,0.857,0.5625
