,id,s1,s2,score,BERT
4033,sts_train_4454,Iraq Backs Egypt Crackdown on Morsi Supporters,Iraq backs Egypt crackdown on Mohamed Morsi supporters,0.96,1.0294181108474731
4034,sts_train_3474,religious extremism continues in pakistan despite the banning of militant groups. ,religious extremism continues in pakistan despite the banning of militant groups by the pakistani government.,0.8,0.8095349669456482
4035,sick_train_1958,The woman is cracking eggs into a bowl,The man is cracking eggs into a bowl,0.72,0.7255691289901733
4036,sick_train_5135,A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle,The man is getting off a motorcycle onto ground which is mostly barren,0.7,0.7457267045974731
4037,sick_train_3364,A woman is unstitching with a machine,A woman is sewing with a machine,0.72,0.7460448741912842
4038,sick_train_4217,Three boys are jumping off a platform,Some boys are jumping off a platform,0.96,1.003677248954773
4039,sts_train_2252,S As you wish: Do you see Hitler killing Jews?,Do you see Hitler killing Jews?,0.92,0.9856517910957336
4040,sts_train_5626,Obama mulls limited military action in Syria,"Obama urges military action against Syria, but will seek Congress' OK",0.4,0.453169584274292
4041,sick_train_6672,The presentation isn't being watched by a classroom of students,The presentation is being watched by a classroom of students,0.8800000000000001,0.8563725352287292
4042,sick_train_4113,A yellow dog is stopping on white snow on a sunny day,A yellow dog is running on white snow on a sunny day,0.7,0.713630735874176
4043,sts_train_1705,A baby in a red hat sitting in a stroller is holding a doll.,A man in a gray shirt sitting in a field of flowers.,0.0,0.0981140434741973
4044,sick_train_786,The man is adding seasoning to the water in a bowl,The man is not adding seasoning to the/some water in a bowl,0.6,0.7162163257598877
4045,sick_train_113,A herd of deer is crossing the street,The herd of caribous is crossing a road,0.76,0.6944323182106018
4046,sick_train_5211,The woman is picking up and holding a baby kangaroo,The woman is not picking up and holding a baby kangaroo,0.74,0.7202209830284119
4047,sick_train_2368,A band is not performing on a stage,A band is playing onstage,0.86,1.08297860622406
4048,sts_train_104,The man is playing the guitar.,A man is playing the flute.,0.3286,0.4477772116661072
4049,sts_train_3871,US soldier kills up to 16 civilians in Afghanistan,US soldier kills up to 16 Afghan civilians in shooting spree,0.8400000000000001,0.9031180739402772
4050,sick_train_1554,A man is playing the guitar,The log is lying on the panda bear,0.2,0.1829532384872436
4051,sick_train_3176,There is no man eating some food,The man is eating,0.6599999999999999,0.8541141748428345
4052,sts_train_3785,Australia to establish the world's largest marine reserve,Australia creates world's largest marine reserves,0.8800000000000001,0.9551985859870912
4053,sts_train_2615,"Spot gold was quoted at $367.90/368.60 an ounce at 1000 GMT, having marched up to $369.50 -- a level not seen since February 10.","Spot gold was quoted at $358.65/359.15 an ounce at 0500 GMT, having darted as high as $359.25 -- a level not seen since February 25.",0.65,0.6388061046600342
4054,sts_train_1861,The black dog is walking through the tall grass.,The black dog is running through the grass.,0.76,0.774737536907196
4055,sts_train_472,A baby is crawling happily.,A baby sneezed and scared another baby.,0.24,0.46800097823143
4056,sick_train_4175,The man is standing in the water at the base of a waterfall,A man is standing in the water at the base of a waterfall,0.98,0.8965205550193787
4057,sts_train_232,A man is rinsing a steak.,A man is playing a guitar.,0.12,0.067669503390789
4058,sick_train_1750,A man is playing a flute,A man is playing an electronic keyboard,0.54,0.5047917366027832
4059,sick_train_787,There is no motorcyclist riding a motorbike along a roadway,A motorcyclist with a red helmet is riding a blue motorcycle down the road,0.6599999999999999,0.6813089847564697
4060,sick_train_3523,A dog is missing the ball in mid air,A dog is catching a ball in mid air,0.6799999999999999,0.6763134002685547
4061,sick_train_5988,A brown and white dog is not running through the river,A dog is emerging from a lake,0.58,0.5832836627960205
4062,sick_train_6220,A woman is surfing,A fearful little boy is on a climbing wall,0.2,0.1640378683805465
4063,sts_train_5631,George Zimmerman found not guilty of Trayvon Martin murder,George Zimmerman Verdict Propels Cable News Into Talkradio Mode,0.2,0.2758302390575409
4064,sick_train_5073,A teenage girl is storing away beads that are red,"A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling",0.4,0.4396319091320038
4065,sick_train_1641,A sheepdog is dispersing a herd of sheep,A sheepdog is grouping a herd of sheep,0.8,0.8130321502685547
4066,sick_train_4051,A child is walking down the street and a jeep is pulling up,A child is walking down the street and a jeep is not pulling up,0.7,0.7352089285850525
4067,sick_train_6328,A large brown dog is jumping over a red hurdle,A young man is running away from the fishing line,0.2,0.2170960754156112
4068,sick_train_3102,The man is driving a car carefully,The man is driving a car,0.92,0.951762318611145
4069,sts_train_729,A woman puts slabs of meat in a pan.,A man puts pieces of meat into a plastic bag.,0.48,0.5602292418479919
4070,sts_train_5388,India Ink: Image of the Day: July 2,India Ink: Image of the Day: March 4,0.6000000000000001,0.6059566736221313
4071,sts_train_1263,A black and white dog looking at the camera.,A small black and white goat in a pen looking up at the camera.,0.2799999999999999,0.3243609666824341
4072,sick_train_5344,Two bmx bikers are jumping dirt ramps in front of a body of water,Some bikers are doing acrobatics on a track near water and a skyline,0.6599999999999999,0.7201482057571411
4073,sts_train_1921,The tan and white dog is running in the field.,The brown and white dogs run through the field.,0.68,0.7456864714622498
4074,sts_train_1718,The girl is playing along with the images on the big screen.,Three girls holding umbrellas with their backs to the camera.,0.08,0.1472878903150558
4075,sick_train_2868,The lady is peeling the potato,The potato is being peeled by the lady,1.0,0.9126530885696412
4076,sick_train_1037,A man is mixing vegetables in a pot,Vegetables are being mixed in a pot by a man,0.98,1.049646258354187
4077,sts_train_3001,"The American decision provoked an angry reaction from the European Commission, which described the move as ""legally unwarranted, economically unfounded and politically unhelpful"".","The European Commission, the EU's powerful executive body, described the move as ""legally unwarranted, economically unfounded and politically unhelpful.""",0.75,0.830354630947113
4078,sts_train_2193,"The argument was ""Albert Einstein didn't go to college"".","OMG, ""Einstein didn't go to college.""",0.8400000000000001,0.851744532585144
4079,sick_train_6447,The woman is not playing an electric guitar,A man is playing an acoustic guitar,0.6,0.7293807864189148
4080,sick_train_2502,A small white dog is jumping up in the snow,A large white dog is jumping up in the snow,0.74,0.7824370861053467
4081,sick_train_5304,A cat is crawling under a piece of furniture,An animal is crawling under a piece of furniture,0.8800000000000001,0.859090268611908
4082,sick_train_6692,The bicycle is being ridden by a man wearing a beret on a recreation trail,A man is wearing a beret and is riding the bicycle on a recreation trail,1.0,0.9723511338233948
4083,sts_train_3488,adherence to non-proliferation obligations will enhance mutual trust and foster international cooperation in nuclear energy. ,zhang yan stated that all countries should abide by non-proliferation obligations in order to enhance mutual trust and create a sound environment for international cooperation in nuclear energy.,0.6400000000000001,0.6745507121086121
4084,sick_train_6250,There is no dog standing on the side of a mountain,A dog is standing on the side of a mountain,0.8,0.8545651435852051
4085,sick_train_56,A family is posing by the mantel and the Christmas tree,A sad family is posing by the fireplace,0.8,0.8050180077552795
4086,sick_train_5077,A man who is wearing headphones is opening a package ,A woman is riding a horse,0.24,0.2550482451915741
4087,sts_train_4540,French-led troops close in on Timbuktu,French-led troops control access to Timbuktu,0.7200000000000001,0.6721362471580505
4088,sick_train_709,People wearing costumes are gathering in a forest and are looking in the same direction,A little girl in costume looks like a woman,0.4,0.5299369692802429
4089,sick_train_2568,A dog has its head inside a red and green gift bag,The red and brown dog is not digging its nose inside a holiday gift bag,0.5599999999999999,0.6602401733398438
4090,sts_train_5723,Obama queries Turnbull over China port deal,Spanish bulls gore seven to death,0.0,0.0165939852595329
4091,sts_train_471,A woman is dicing a potato.,A woman cuts tofu into tiny pieces.,0.36,0.4516445100307464
4092,sick_train_2652,A person by some cameras is blowing on a burning torch,The person is setting fire to the cameras,0.6599999999999999,0.7927576303482056
4093,sick_train_5860,Two women with dogs are walking on a forest path,Two dogs and two people are walking in the woods,0.82,0.8760560750961304
4094,sts_train_2757,Half of the women were given a daily dose of the drug and half took a placebo.,Half the women received a daily tablet of the combination oestrogen plus progestin while the rest were given a placebo.,0.6400000000000001,0.669343113899231
4095,sick_train_3936,One woman is handing volleyballs to another woman,A woman is serving volleyballs over a net,0.72,0.6177590489387512
4096,sick_train_3001,The girl in the red shirt is blowing a bubble ,The young girl is blowing a bubble that is huge,0.76,0.745937705039978
4097,sick_train_177,A man is diving off a cliff,There is no man diving off a cliff,0.8,0.8426572680473328
4098,sick_train_4052,A lone biker is jumping in the air,"A biker is jumping in the air, alone",1.0,0.974147081375122
4099,sick_train_5512,There is no man being hit,A boy is whacking a man with a sword,0.52,0.6269786953926086
4100,sick_train_2667,A man is pouring liquid into a pot,The chef is carefully drying the oil from the pan,0.4599999999999999,0.4646991789340973
